issn,jn_title,oa_type,apc_currency,apc
0883-0355,International Journal of Educational Research,Hybrid,USD,1300
0142-0615,International Journal of Electrical Power and Energy Systems,Hybrid,USD,3300
0020-7225,International Journal of Engineering Science,Hybrid,USD,2500
0142-1123,International Journal of Fatigue,Hybrid,USD,3300
0168-1605,International Journal of Food Microbiology,Hybrid,USD,4050
0169-2070,International Journal of Forecasting,Hybrid,USD,1200
1878-450X,International Journal of Gastronomy and Food Science,Hybrid,USD,3150
1750-5836,International Journal of Greenhouse Gas Control,Hybrid,USD,3800
0142-727X,International Journal of Heat and Fluid Flow,Hybrid,USD,2500
0017-9310,International Journal of Heat and Mass Transfer,Hybrid,USD,3700
0278-4319,International Journal of Hospitality Management,Hybrid,USD,1100
1071-5819,International Journal of Human - Computer Studies,Hybrid,USD,3250
0360-3199,International Journal of Hydrogen Energy,Hybrid,USD,2750
1438-4639,International Journal of Hygiene and Environmental Health,Hybrid,USD,2750
0734-743X,International Journal of Impact Engineering,Hybrid,USD,3300
0169-8141,International Journal of Industrial Ergonomics,Hybrid,USD,3100
0167-7187,International Journal of Industrial Organization,Hybrid,USD,1800
1201-9712,International Journal of Infectious Diseases,Open Access,USD,1750
0268-4012,International Journal of Information Management,Hybrid,USD,1300
0147-1767,International Journal of Intercultural Relations,Hybrid,USD,1800
0160-2527,International Journal of Law and Psychiatry,Hybrid,USD,2050
1756-0616,"International Journal of Law, Crime and Justice",Hybrid,USD,750
0890-6955,International Journal of Machine Tools and Manufacture,Hybrid,USD,3550
1387-3806,International Journal of Mass Spectrometry,Hybrid,USD,3050
0020-7403,International Journal of Mechanical Sciences,Hybrid,USD,3300
1386-5056,International Journal of Medical Informatics,Hybrid,USD,3100
1438-4221,International Journal of Medical Microbiology,Hybrid,USD,3150
0301-7516,International Journal of Mineral Processing,Hybrid,USD,2500
0301-9322,International Journal of Multiphase Flow,Hybrid,USD,2600
0020-7462,International Journal of Non-Linear Mechanics,Hybrid,USD,2200
0020-7489,International Journal of Nursing Studies,Hybrid,USD,3150
2666-142X,International Journal of Nursing Studies Advances,Open Access,USD,2000
0959-289X,International Journal of Obstetric Anesthesia,Hybrid,USD,2500
0901-5027,International Journal of Oral & Maxillofacial Surgery,Hybrid,USD,3300
1878-1241,International Journal of Orthopaedic and Trauma Nursing,Hybrid,USD,1950
1746-0689,International Journal of Osteopathic Medicine,Hybrid,USD,1700
1879-9817,International Journal of Paleopathology,Hybrid,USD,1100
0165-5876,International Journal of Pediatric Otorhinolaryngology,Hybrid,USD,2650
2588-9109,International Journal of Pediatric Otorhinolaryngology Case Reports,Hybrid,USD,2500
2590-1567,International Journal of Pharmaceutics: X,Open Access,USD,3700
0749-6419,International Journal of Plasticity,Hybrid,USD,3500
0308-0161,International Journal of Pressure Vessels and Piping,Hybrid,USD,3300
0925-5273,International Journal of Production Economics,Hybrid,USD,2100
0263-7863,International Journal of Project Management,Hybrid,USD,2000
0167-8760,International Journal of Psychophysiology,Hybrid,USD,2350
0360-3016,"International Journal of Radiation Oncology, Biology, Physics",Hybrid,USD,2500
0263-4368,International Journal of Refractory Metals and Hard Materials,Hybrid,USD,2500
0140-7007,International Journal of Refrigeration,Hybrid,USD,2500
0167-8116,International Journal of Research in Marketing,Hybrid,USD,1800
1365-1609,International Journal of Rock Mechanics and Mining Sciences,Hybrid,USD,2500
1001-6279,International Journal of Sediment Research,Hybrid,USD,3000
0020-7683,International Journal of Solids and Structures,Hybrid,USD,3550
1743-9191,International Journal of Surgery,Hybrid,USD,3000
2210-2612,International Journal of Surgery Case Reports,Open Access,USD,700
2405-8572,International Journal of Surgery Open,Open Access,USD,1700
2468-3574,International Journal of Surgery Protocols,Open Access,USD,650
1290-0729,International Journal of Thermal Sciences,Hybrid,USD,3300
2666-2027,International Journal of Thermofluids,Open Access,USD,1000
2352-6475,International Journal of Women's Dermatology,Open Access,USD,2000
1761-7227,International Orthodontics,Hybrid,EUR,2600
1059-0560,International Review of Economics and Finance,Hybrid,USD,1250
1477-3880,International Review of Economics Education,Hybrid,USD,1100
1057-5219,International Review of Financial Analysis,Hybrid,USD,1100
0144-8188,International Review of Law & Economics,Hybrid,USD,1800
2214-7829,Internet Interventions,Open Access,USD,1950
2211-7458,Interventional Cardiology Clinics,Hybrid,USD,3000
1698-6989,Investigaciones de Historia Económica,Hybrid,EUR,3000
1959-0318,IRBM,Hybrid,EUR,1500
1959-7568,IRBM News,Hybrid,USD,3000
0019-0578,ISA Transactions,Hybrid,USD,3300
2589-0042,iScience,Open Access,USD,3000
0924-2716,ISPRS Journal of Photogrammetry and Remote Sensing,Hybrid,USD,2500
2352-5126,JAAD Case Reports,Open Access,USD,600
2452-302X,JACC: Basic to Translational Science,Open Access,USD,3400
1936-878X,JACC: Cardiovascular Imaging,Hybrid,USD,3000
1936-8798,JACC: Cardiovascular Interventions,Hybrid,USD,3000
2405-500X,JACC: Clinical Electrophysiology,Hybrid,USD,3000
2213-1779,JACC: Heart Failure,Hybrid,USD,3000
0922-1425,Japan & The World Economy,Hybrid,USD,1100
2214-1677,JCRS Online Case Reports,Hybrid,USD,3000
2589-5559,JHEP Reports,Open Access,EUR,2000
2542-4513,JMV-Journal de Médecine Vasculaire,Hybrid,EUR,1500
1297-319X,Joint Bone Spine,Hybrid,EUR,2600
1878-786X,Journal de Chirurgie Viscérale,Hybrid,EUR,1500
0021-7824,Journal de mathématiques pures et appliquées,Hybrid,USD,1500
1156-5233,Journal de Mycologie Médicale,Hybrid,EUR,2600
0987-7983,Journal de pédiatrie et de puériculture,Hybrid,USD,3000
1155-1704,Journal de Thérapie Comportementale et Cognitive,Hybrid,USD,3000
0762-915X,Journal de Traumatologie du Sport,Hybrid,EUR,1000
2211-4238,Journal Européen des Urgences et de Réanimation,Hybrid,EUR,1500
1617-1381,Journal for Nature Conservation,Hybrid,USD,1700
0181-5512,Journal Français d'Ophtalmologie,Hybrid,EUR,1500
1091-8531,Journal of AAPOS,Hybrid,USD,3000
0165-4101,Journal of Accounting and Economics,Hybrid,USD,1800
0278-4254,Journal of Accounting and Public Policy,Hybrid,USD,1800
0748-5751,Journal of Accounting Education,Hybrid,USD,1800
0737-4607,Journal of Accounting Literature,Hybrid,USD,3000
0140-1971,Journal of Adolescence,Hybrid,USD,2000
1054-139X,Journal of Adolescent Health,Hybrid,USD,3000
2090-1232,Journal of Advanced Research,Open Access,USD,650
0021-8502,Journal of Aerosol Science,Hybrid,USD,3150
0165-0327,Journal of Affective Disorders,Hybrid,USD,3350
1464-343X,Journal of African Earth Sciences,Hybrid,USD,2500
0890-4065,Journal of Aging Studies,Hybrid,USD,2050
0969-6997,Journal of Air Transport Management,Hybrid,USD,1300
0021-8693,Journal of Algebra,Hybrid,USD,1600
0925-8388,Journal of Alloys and Compounds,Hybrid,USD,3200
0165-2370,Journal of Analytical and Applied Pyrolysis,Hybrid,USD,2700
0278-4165,Journal of Anthropological Archaeology,Hybrid,USD,1800
0887-6185,Journal of Anxiety Disorders,Hybrid,USD,1950
0193-3973,Journal of Applied Developmental Psychology,Hybrid,USD,1800
0926-9851,Journal of Applied Geophysics,Hybrid,USD,1650
2211-3681,Journal of Applied Research in Memory and Cognition,Hybrid,USD,2150
2214-7861,Journal of Applied Research on Medicinal and Aromatic Plants,Hybrid,USD,1500
0021-9045,Journal of Approximation Theory,Hybrid,USD,1500
0305-4403,Journal of Archaeological Science,Hybrid,USD,2700
2352-409X,Journal of Archaeological Science: Reports,Hybrid,USD,1250
0140-1963,Journal of Arid Environments,Hybrid,USD,2500
2214-9635,Journal of Arthroscopy and Joint Surgery,Hybrid,USD,3000
1226-8615,Journal of Asia-Pacific Entomology,Hybrid,USD,3000
2590-0560,Journal of Asian Earth Sciences: X,Open Access,USD,2600
1049-0078,Journal of Asian Economics,Hybrid,USD,1100
1364-6826,Journal of Atmospheric and Solar-Terrestrial Physics,Hybrid,USD,2550
0896-8411,Journal of Autoimmunity,Hybrid,USD,4250
0975-9476,Journal of Ayurveda and Integrative Medicine,Open Access,USD,1800
0378-4266,Journal of Banking and Finance,Hybrid,USD,1950
0005-7916,Journal of Behavior Therapy and Experimental Psychiatry,Hybrid,USD,1800
2214-8043,Journal of Behavioral and Experimental Economics,Hybrid,USD,1800
2214-6350,Journal of Behavioral and Experimental Finance,Hybrid,USD,1100
0021-9290,Journal of Biomechanics,Hybrid,USD,3650
2590-177X,Journal of Biomedical Informatics: X,Open Access,USD,2350
1389-1723,Journal of Bioscience and Bioengineering,Hybrid,USD,3000
2590-1559,Journal of Biotechnology: X,Open Access,USD,2350
1360-8592,Journal of Bodywork & Movement Therapies,Hybrid,USD,2500
2212-1374,Journal of Bone Oncology,Open Access,USD,2050
2352-7102,Journal of Building Engineering,Hybrid,USD,2500
0148-2963,Journal of Business Research,Hybrid,USD,2100
0883-9026,Journal of Business Venturing,Hybrid,USD,1800
2352-6734,Journal of Business Venturing Insights,Hybrid,USD,1300
2213-5383,Journal of Cancer Policy,Hybrid,USD,1800
1071-9164,Journal of Cardiac Failure,Hybrid,USD,2650
0914-5087,Journal of Cardiology,Hybrid,USD,3000
1878-5409,Journal of Cardiology Cases,Hybrid,USD,3000
1053-0770,Journal of Cardiothoracic and Vascular Anesthesia,Hybrid,USD,1800
1934-5925,Journal of Cardiovascular Computed Tomography,Hybrid,USD,2750
0021-9517,Journal of Catalysis,Hybrid,USD,3800
0886-3350,Journal of Cataract & Refractive Surgery,Hybrid,USD,3000
0733-5210,Journal of Cereal Science,Hybrid,USD,3300
1871-5532,Journal of Chemical Health & Safety,Hybrid,USD,2650
0891-0618,Journal of Chemical Neuroanatomy,Hybrid,USD,2200
1556-3499,Journal of Chiropractic Humanities,Hybrid,USD,3000
1556-3707,Journal of Chiropractic Medicine,Hybrid,USD,3300
1755-5345,Journal of Choice Modelling,Hybrid,USD,1800
0021-9673,Journal of Chromatography A,Hybrid,USD,3800
1570-0232,Journal of Chromatography B,Hybrid,USD,3200
0959-6526,Journal of Cleaner Production,Hybrid,USD,3900
2214-6237,Journal of Clinical & Translational Endocrinology,Open Access,USD,1400
0973-6883,Journal of Clinical and Experimental Hepatology,Hybrid,USD,3000
2214-6245,Journal of Clinical and Translational Endocrinology: Case Reports,Open Access,USD,750
0952-8180,Journal of Clinical Anesthesia,Hybrid,USD,2500
1094-6950,Journal of Clinical Densitometry,Hybrid,USD,3300
0895-4356,Journal of Clinical Epidemiology,Hybrid,USD,3200
1933-2874,Journal of Clinical Lipidology,Hybrid,USD,2950
0967-5868,Journal of Clinical Neuroscience,Hybrid,USD,2500
0976-5662,Journal of Clinical Orthopaedics and Trauma,Hybrid,USD,3000
2405-5794,Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,Open Access,USD,1000
1386-6532,Journal of Clinical Virology,Hybrid,USD,3150
2213-297X,Journal of Co-operative Organization and Management,Hybrid,USD,1100
2212-9820,Journal of CO2 Utilization,Hybrid,USD,3000
0021-9797,Journal of Colloid And Interface Science,Hybrid,USD,3500
0097-3165,"Journal of Combinatorial Theory, Series A",Hybrid,USD,1500
0095-8956,"Journal of Combinatorial Theory, Series B",Hybrid,USD,1500
2405-8513,Journal of Commodity Markets,Hybrid,EUR,1352
0021-9924,Journal of Communication Disorders,Hybrid,USD,1300
0147-5967,Journal of Comparative Economics,Hybrid,USD,3000
0021-9975,Journal of Comparative Pathology,Hybrid,USD,3000
0885-064X,Journal of Complexity,Hybrid,USD,2400
0377-0427,Journal of Computational and Applied Mathematics,Hybrid,USD,2000
2590-0552,Journal of Computational Physics: X,Open Access,USD,2800
1877-7503,Journal of Computational Science,Hybrid,USD,2400
0022-0000,Journal of Computer and System Sciences,Hybrid,USD,2400
2590-1184,Journal of Computer Languages,Hybrid,USD,1500
0143-974X,Journal of Constructional Steel Research,Hybrid,USD,2700
0169-7722,Journal of Contaminant Hydrology,Hybrid,USD,2650
1815-5669,Journal of Contemporary Accounting & Economics,Hybrid,USD,1100
2212-1447,Journal of Contextual Behavioral Science,Hybrid,USD,2000
0168-3659,Journal of Controlled Release,Hybrid,USD,3950
0929-1199,Journal of Corporate Finance,Hybrid,USD,1100
1010-5182,Journal of Cranio-Maxillo-Facial Surgery,Hybrid,USD,3300
0047-2352,Journal of Criminal Justice,Hybrid,USD,2100
0883-9441,Journal of Critical Care,Hybrid,USD,3050
0022-0248,Journal of Crystal Growth,Hybrid,USD,2900
1296-2074,Journal of Cultural Heritage,Hybrid,USD,1800
1569-1993,Journal of Cystic Fibrosis,Hybrid,USD,3300
0022-0302,Journal of Dairy Science,Hybrid,USD,3500
2589-7004,Journal of Dentistry: X,Open Access,USD,3000
0923-1811,Journal of Dermatological Science,Hybrid,USD,2750
2212-571X,Journal of Destination Marketing & Management,Hybrid,USD,1100
0304-3878,Journal of Development Economics,Hybrid,USD,2300
1056-8727,Journal of Diabetes and Its Complications,Hybrid,USD,3200
0022-0396,Journal of Differential Equations,Hybrid,USD,1600
1570-8667,Journal of Discrete Algorithms,Hybrid,USD,2400
1773-2247,Journal of Drug Delivery Science and Technology,Hybrid,USD,3000
0304-4076,Journal of Econometrics,Hybrid,USD,2200
0167-2681,Journal of Economic Behavior and Organization,Hybrid,USD,2450
0165-1889,Journal of Economic Dynamics and Control,Hybrid,USD,1800
0167-4870,Journal of Economic Psychology,Hybrid,USD,1800
0022-0531,Journal of Economic Theory,Hybrid,USD,1950
0148-6195,Journal of Economics and Business,Hybrid,USD,1800
1572-6657,Journal of Electroanalytical Chemistry,Hybrid,USD,2700
0022-0736,Journal of Electrocardiology,Hybrid,USD,2650
1050-6411,Journal of Electromyography and Kinesiology,Hybrid,USD,3000
0368-2048,Journal of Electron Spectroscopy and Related Phenomena,Hybrid,USD,2200
0304-3886,Journal of Electrostatics,Hybrid,USD,2400
0736-4679,Journal of Emergency Medicine,Hybrid,USD,2500
0099-1767,Journal of Emergency Nursing,Hybrid,USD,2500
0927-5398,Journal of Empirical Finance,Hybrid,USD,1100
0099-2399,Journal of Endodontics,Hybrid,USD,3000
2095-4956,Journal of Energy Chemistry,Hybrid,USD,2500
2352-152X,Journal of Energy Storage,Hybrid,USD,1900
0923-4748,Journal of Engineering and Technology Management,Hybrid,USD,1800
1475-1585,Journal of English for Academic Purposes,Hybrid,USD,1100
2213-3437,Journal of Environmental Chemical Engineering,Hybrid,USD,3000
0095-0696,Journal of Environmental Economics and Management,Hybrid,USD,2100
0301-4797,Journal of Environmental Management,Hybrid,USD,3400
0272-4944,Journal of Environmental Psychology,Hybrid,USD,2100
0265-931X,Journal of Environmental Radioactivity,Hybrid,USD,3300
1001-0742,Journal of Environmental Sciences,Hybrid,USD,3000
0737-0806,Journal of Equine Veterinary Science,Hybrid,USD,2600
0378-8741,Journal of Ethnopharmacology,Hybrid,USD,3600
2452-4034,Journal of EuCornea,Open Access,USD,2100
1728-869X,Journal of Exercise Science & Fitness,Open Access,USD,1000
1557-5063,Journal of Exotic Pet Medicine,Hybrid,USD,2000
0022-0965,Journal of Experimental Child Psychology,Hybrid,USD,2650
0022-0981,Journal of Experimental Marine Biology and Ecology,Hybrid,USD,3000
0022-1031,Journal of Experimental Social Psychology,Hybrid,USD,2050
1877-8585,Journal of Family Business Strategy,Hybrid,USD,1100
0304-405X,Journal of Financial Economics,Hybrid,USD,1800
1042-9573,Journal of Financial Intermediation,Hybrid,USD,1800
1386-4181,Journal of Financial Markets,Hybrid,USD,1100
1572-3089,Journal of Financial Stability,Hybrid,USD,1300
0094-730X,Journal of Fluency Disorders,Hybrid,USD,1800
0889-9746,Journal of Fluids and Structures,Hybrid,USD,2500
0022-1139,Journal of Fluorine Chemistry,Hybrid,USD,2600
0889-1575,Journal of Food Composition and Analysis,Hybrid,USD,3000
0260-8774,Journal of Food Engineering,Hybrid,USD,3200
1752-928X,Journal of Forensic and Legal Medicine,Hybrid,USD,3000
2212-4780,Journal of Forensic Radiology and Imaging,Hybrid,USD,2500
1872-5813,Journal of Fuel Chemistry and Technology,Hybrid,USD,3000
0022-1236,Journal of Functional Analysis,Hybrid,USD,1600
1756-4646,Journal of Functional Foods,Hybrid,USD,3800
1673-8527,Journal of Genetics and Genomics,Hybrid,USD,3300
0375-6742,Journal of Geochemical Exploration,Hybrid,USD,2500
0264-3707,Journal of Geodynamics,Hybrid,USD,2500
0393-0440,Journal of Geometry and Physics,Hybrid,USD,2200
1879-4068,Journal of Geriatric Oncology,Hybrid,USD,1950
2213-7165,Journal of Global Antimicrobial Resistance,Hybrid,USD,2500
0380-1330,Journal of Great Lakes Research,Hybrid,USD,2500
2468-7847,Journal of Gynecology Obstetrics and Human Reproduction,Hybrid,EUR,2600
0363-5023,Journal of Hand Surgery,Hybrid,USD,2500
2589-5141,Journal of Hand Surgery Global Online,Open Access,USD,2000
0894-1130,Journal of Hand Therapy,Hybrid,USD,2000
0304-3894,Journal of Hazardous Materials,Hybrid,USD,2650
0167-6296,Journal of Health Economics,Hybrid,USD,1950
2603-6479,Journal of Healthcare Quality Research,Hybrid,USD,3000
1053-2498,Journal of Heart and Lung Transplantation,Hybrid,USD,3300
0168-8278,Journal of Hepatology,Hybrid,USD,3000
2210-8033,Journal of Herbal Medicine,Hybrid,USD,1700
2214-4048,Journal of High Energy Astrophysics,Hybrid,USD,2100
1047-8310,Journal of High Technology Management Research,Hybrid,USD,1100
0305-7488,Journal of Historical Geography,Hybrid,USD,750
0195-6701,Journal of Hospital Infection,Hybrid,USD,3200
1473-8376,"Journal of Hospitality, Leisure, Sport & Tourism Education",Hybrid,USD,1100
1051-1377,Journal of Housing Economics,Hybrid,USD,1800
0047-2484,Journal of Human Evolution,Hybrid,USD,3200
1570-6443,Journal of Hydro-environment Research,Hybrid,USD,3000
2589-9155,Journal of Hydrology X,Open Access,USD,3200
2214-5818,Journal of Hydrology: Regional Studies,Open Access,USD,1800
0022-1759,Journal of Immunological Methods,Hybrid,USD,2950
1226-086X,Journal of Industrial and Engineering Chemistry,Hybrid,USD,2500
0163-4453,Journal of Infection,Hybrid,USD,3150
1341-321X,Journal of Infection and Chemotherapy,Hybrid,USD,2500
2214-2126,Journal of Information Security and Applications,Hybrid,USD,2400
1751-1577,Journal of Informetrics,Hybrid,USD,2000
0162-0134,Journal of Inorganic Biochemistry,Hybrid,USD,3300
0022-1910,Journal of Insect Physiology,Hybrid,USD,2800
2095-3119,Journal of Integrative Agriculture,Hybrid,USD,3000
2095-4964,Journal of Integrative Medicine,Hybrid,USD,1800
1094-9968,Journal of Interactive Marketing,Hybrid,USD,1800
1061-9518,"Journal of International Accounting, Auditing and Taxation",Hybrid,USD,1800
0022-1996,Journal of International Economics,Hybrid,USD,1950
1042-4431,"Journal of International Financial Markets, Institutions & Money",Hybrid,USD,1100
1075-4253,Journal of International Management,Hybrid,USD,1800
0261-5606,Journal of International Money and Finance,Hybrid,USD,1800
2405-4526,Journal of Interprofessional Education & Practice,Hybrid,USD,780
0022-2011,Journal of Invertebrate Pathology,Hybrid,USD,3000
0022-202X,Journal of Investigative Dermatology,Hybrid,USD,3400
1087-0024,Journal of Investigative Dermatology Symposium Proceedings,Hybrid,USD,3200
2352-2208,Journal of Logical and Algebraic Methods in Programming,Hybrid,USD,1650
0950-4230,Journal of Loss Prevention in the Process Industries,Hybrid,USD,2500
0022-2313,Journal of Luminescence,Hybrid,USD,2200
0164-0704,Journal of Macroeconomics,Hybrid,USD,1100
1090-7807,Journal of Magnetic Resonance,Hybrid,USD,3200
0304-8853,Journal of Magnetism and Magnetic Materials,Hybrid,USD,2950
0161-4754,Journal of Manipulative and Physiological Therapeutics,Hybrid,USD,3300
1526-6125,Journal of Manufacturing Processes,Hybrid,USD,3000
0278-6125,Journal of Manufacturing Systems,Hybrid,USD,3100
0924-7963,Journal of Marine Systems,Hybrid,USD,3200
0924-0136,Journal of Materials Processing Tech.,Hybrid,USD,3400
2238-7854,Journal of Materials Research and Technology,Open Access,USD,1000
1005-0302,Journal of Materials Science & Technology,Hybrid,USD,3000
0022-247X,Journal of Mathematical Analysis and Applications,Hybrid,USD,1600
0732-3123,Journal of Mathematical Behavior,Hybrid,USD,1800
0304-4068,Journal of Mathematical Economics,Hybrid,USD,1100
0022-2496,Journal of Mathematical Psychology,Hybrid,USD,1900
1939-8654,Journal of Medical Imaging and Radiation Sciences,Hybrid,USD,3300
0376-7388,Journal of Membrane Science,Hybrid,USD,3700
0749-596X,Journal of Memory and Language,Hybrid,USD,2100
0167-7012,Journal of Microbiological Methods,Hybrid,USD,3200
1684-1182,"Journal of Microbiology, Immunology and Infection",Open Access,USD,1350
0022-2828,Journal of Molecular and Cellular Cardiology,Hybrid,USD,2650
0022-2836,Journal of Molecular Biology,Hybrid,USD,2500
1093-3263,Journal of Molecular Graphics and Modelling,Hybrid,USD,2600
0167-7322,Journal of Molecular Liquids,Hybrid,USD,2700
0022-2852,Journal of Molecular Spectroscopy,Hybrid,USD,2000
0022-2860,Journal of Molecular Structure,Hybrid,USD,2600
0304-3932,Journal of Monetary Economics,Hybrid,USD,1800
1042-444X,Journal of Multinational Financial Management,Hybrid,USD,1100
0047-259X,Journal of Multivariate Analysis,Hybrid,USD,2000
1875-5100,Journal of Natural Gas Science and Engineering,Hybrid,USD,2500
1355-1841,Journal of Neonatal Nursing,Hybrid,USD,3000
1084-8045,Journal of Network and Computer Applications,Hybrid,USD,2400
0165-5728,Journal of Neuroimmunology,Hybrid,USD,3150
0911-6044,Journal of Neurolinguistics,Hybrid,USD,2200
0150-9861,Journal of Neuroradiology,Hybrid,EUR,2600
0165-0270,Journal of Neuroscience Methods,Hybrid,USD,2450
2590-1591,Journal of Non-Crystalline Solids: X,Open Access,USD,2200
0377-0257,Journal of Non-Newtonian Fluid Mechanics,Hybrid,USD,2600
0022-3115,Journal of Nuclear Materials,Hybrid,USD,3500
0022-314X,Journal of Number Theory,Hybrid,USD,1700
2352-3859,Journal of Nutrition & Intermediary Metabolism,Open Access,USD,1850
1499-4046,Journal of Nutrition Education and Behavior,Hybrid,USD,2500
2211-3649,Journal of Obsessive-Compulsive and Related Disorders,Hybrid,USD,1800
0884-2175,"Journal of Obstetric, Gynecologic & Neonatal Nursing",Hybrid,USD,3000
1701-2163,Journal of Obstetrics and Gynaecology Canada,Hybrid,USD,3000
0272-6963,Journal of Operations Management,Hybrid,USD,2000
0278-2391,Journal of Oral and Maxillofacial Surgery,Hybrid,USD,3000
2212-5558,"Journal of Oral and Maxillofacial Surgery, Medicine, and Pathology",Hybrid,USD,3000
2212-4268,Journal of Oral Biology and Craniofacial Research,Hybrid,USD,3000
1349-0079,Journal of Oral Biosciences,Hybrid,USD,3000
0022-328X,Journal of Organometallic Chemistry,Hybrid,USD,2750
0949-2658,Journal of Orthopaedic Science,Hybrid,USD,3000
2214-031X,Journal of Orthopaedic Translation,Open Access,USD,1250
0972-978X,Journal of Orthopaedics,Hybrid,USD,3000
2213-0780,Journal of Outdoor Recreation and Tourism,Hybrid,USD,1100
0885-3924,Journal of Pain and Symptom Management,Hybrid,USD,3000
0743-7315,Journal of Parallel and Distributed Computing,Hybrid,USD,2400
1083-3188,Journal of Pediatric and Adolescent Gynecology,Hybrid,USD,2500
0891-5245,Journal of Pediatric Health Care,Hybrid,USD,2500
0882-5963,Journal of Pediatric Nursing,Hybrid,USD,2500
0022-3468,Journal of Pediatric Surgery,Hybrid,USD,2500
2213-5766,Journal of Pediatric Surgery Case Reports,Open Access,USD,550
1477-5131,Journal of Pediatric Urology,Hybrid,USD,3300
1089-9472,Journal of PeriAnesthesia Nursing,Hybrid,USD,2500
0920-4105,Journal of Petroleum Science and Engineering,Hybrid,USD,3300
0731-7085,Journal of Pharmaceutical and Biomedical Analysis,Hybrid,USD,3250
0022-3549,Journal of Pharmaceutical Sciences,Hybrid,USD,3150
1056-8719,Journal of Pharmacological and Toxicological Methods,Hybrid,USD,3500
1347-8613,Journal of Pharmacological Sciences,Open Access,USD,1000
0095-4470,Journal of Phonetics,Hybrid,USD,1300
1010-6030,"Journal of Photochemistry & Photobiology, A: Chemistry",Hybrid,USD,2600
1011-1344,"Journal of Photochemistry & Photobiology, B: Biology",Hybrid,USD,3300
1389-5567,"Journal of Photochemistry & Photobiology, C: PhotochemistryReviews",Hybrid,USD,3300
0022-3697,Journal of Physics and Chemistry of Solids,Hybrid,USD,2200
0176-1617,Journal of Plant Physiology,Hybrid,USD,2550
1748-6815,"Journal of Plastic, Reconstructive & Aesthetic Surgery",Hybrid,USD,3300
0161-8938,Journal of Policy Modeling,Hybrid,USD,1200
0378-7753,Journal of Power Sources,Hybrid,USD,4050
0378-2166,Journal of Pragmatics,Hybrid,USD,1300
0959-1524,Journal of Process Control,Hybrid,USD,2400
8755-7223,Journal of Professional Nursing,Hybrid,USD,2500
1883-1958,Journal of Prosthodontic Research,Hybrid,USD,3000
1874-3919,Journal of Proteomics,Hybrid,USD,3550
0022-3956,Journal of Psychiatric Research,Hybrid,USD,3350
0022-3999,Journal of Psychosomatic Research,Hybrid,USD,3650
0047-2727,Journal of Public Economics,Hybrid,USD,2050
1478-4092,Journal of Purchasing and Supply Management,Hybrid,USD,1100
0022-4049,Journal of Pure and Applied Algebra,Hybrid,USD,1500
0022-4073,Journal of Quantitative Spectroscopy and Radiative Transfer,Hybrid,USD,2800
1546-0843,Journal of Radiology Nursing,Hybrid,USD,2500
2210-9706,Journal of Rail Transport Planning & Management,Hybrid,USD,1100
1002-0721,Journal of Rare Earths,Hybrid,USD,3000
1051-2276,Journal of Renal Nutrition,Hybrid,USD,2500
0165-0378,Journal of Reproductive Immunology,Hybrid,USD,2700
0092-6566,Journal of Research in Personality,Hybrid,USD,2050
0022-4359,Journal of Retailing,Hybrid,USD,1100
0969-6989,Journal of Retailing and Consumer Services,Hybrid,USD,1300
0743-0167,Journal of Rural Studies,Hybrid,USD,2100
0022-4375,Journal of Safety Research,Hybrid,USD,2000
0022-4405,Journal of School Psychology,Hybrid,USD,1800
1440-2440,Journal of Science and Medicine in Sport,Hybrid,USD,3000
1385-1101,Journal of Sea Research,Hybrid,USD,2600
1060-3743,Journal of Second Language Writing,Hybrid,USD,1800
1058-2746,Journal of Shoulder and Elbow Surgery,Hybrid,USD,2750
0022-4596,Journal of Solid State Chemistry,Hybrid,USD,3200
0022-460X,Journal of Sound and Vibration,Hybrid,USD,3300
0895-9811,Journal of South American Earth Sciences,Hybrid,USD,2500
0378-3758,Journal of Statistical Planning and Inference,Hybrid,USD,2000
0960-0760,Journal of Steroid Biochemistry and Molecular Biology,Hybrid,USD,3950
2468-7855,Journal of Stomatology oral and Maxillofacial Surgery,Hybrid,EUR,2000
0022-474X,Journal of Stored Products Research,Hybrid,USD,2650
0963-8687,Journal of Strategic Information Systems,Hybrid,USD,1800
1052-3057,Journal of Stroke and Cerebrovascular Diseases,Hybrid,USD,3450
1047-8477,Journal of Structural Biology,Hybrid,USD,2750
2590-1524,Journal of Structural Biology: X,Open Access,USD,2750
0191-8141,Journal of Structural Geology,Hybrid,USD,3550
0740-5472,Journal of Substance Abuse Treatment,Hybrid,USD,3000
1931-7204,Journal of Surgical Education,Hybrid,USD,3000
0022-4804,Journal of Surgical Research,Hybrid,USD,3000
0747-7171,Journal of Symbolic Computation,Hybrid,USD,1700
1383-7621,Journal of Systems Architecture,Hybrid,USD,1500
0022-4898,Journal of Terramechanics,Hybrid,USD,2500
2212-2672,Journal of the Academy of Nutrition and Dietetics,Hybrid,USD,2750
0890-8567,Journal of the American Academy of Child & Adolescent Psychiatry,Hybrid,USD,2750
0190-9622,Journal of the American Academy of Dermatology,Hybrid,USD,3700
0735-1097,Journal of the American College of Cardiology,Hybrid,USD,3000
1546-1440,Journal of the American College of Radiology,Hybrid,USD,3300
1072-7515,Journal of the American College of Surgeons,Hybrid,USD,3000
1525-8610,Journal of the American Medical Directors Association,Hybrid,USD,3800
